Record,Date,UTC Time,
    160410, 1/11/2022,12:25:06,   1.730000E+02
    160411, 1/11/2022,12:25:16,   1.780000E+02
    160412, 1/11/2022,12:25:26,   1.830000E+02
    160413, 1/11/2022,12:25:36,   1.880000E+02
    160414, 1/11/2022,12:25:46,   1.930000E+02
    160415, 1/11/2022,12:25:56,   1.980000E+02
    160416, 1/11/2022,12:26:06,   2.000000E+00
    160417, 1/11/2022,12:26:16,   7.000000E+00
    160418, 1/11/2022,12:26:26,   1.200000E+01
    160419, 1/11/2022,12:26:36,   1.700000E+01
    160420, 1/11/2022,12:26:46,   2.200000E+01
    160421, 1/11/2022,12:26:56,   2.700000E+01
    160422, 1/11/2022,12:27:06,   3.200000E+01
    160423, 1/11/2022,12:27:16,   3.700000E+01
    160424, 1/11/2022,12:27:26,   4.200000E+01
    160425, 1/11/2022,12:27:36,   4.700000E+01
    160426, 1/11/2022,12:27:46,   5.200000E+01
    160427, 1/11/2022,12:27:56,   5.700000E+01
    160428, 1/11/2022,12:28:06,   6.200000E+01
    160429, 1/11/2022,12:28:16,   6.700000E+01
    160430, 1/11/2022,12:28:26,   7.200000E+01
    160431, 1/11/2022,12:28:36,   7.700000E+01
    160432, 1/11/2022,12:28:46,   8.200000E+01
    160433, 1/11/2022,12:28:56,   8.700000E+01
    160434, 1/11/2022,12:29:06,   9.200000E+01
    160435, 1/11/2022,12:29:16,   9.700000E+01
    160436, 1/11/2022,12:29:26,   1.020000E+02
    160437, 1/11/2022,12:29:37,   1.070000E+02
    160438, 1/11/2022,12:29:47,   1.120000E+02
    160439, 1/11/2022,12:29:57,   1.170000E+02
    160440, 1/11/2022,12:30:07,   1.220000E+02
    160441, 1/11/2022,12:30:17,   1.270000E+02
    160442, 1/11/2022,12:30:27,   1.320000E+02
    160443, 1/11/2022,12:30:37,   1.370000E+02
    160444, 1/11/2022,12:30:47,   1.420000E+02
    160445, 1/11/2022,12:30:57,   1.470000E+02
    160446, 1/11/2022,12:31:07,   1.520000E+02
    160447, 1/11/2022,12:31:17,   1.570000E+02
    160448, 1/11/2022,12:31:27,   1.620000E+02
    160449, 1/11/2022,12:31:37,   1.670000E+02
    160450, 1/11/2022,12:31:47,   1.720000E+02
    160451, 1/11/2022,12:31:57,   1.770000E+02
    160452, 1/11/2022,12:32:07,   1.820000E+02
    160453, 1/11/2022,12:32:17,   1.870000E+02
    160454, 1/11/2022,12:32:27,   1.920000E+02
    160455, 1/11/2022,12:32:37,   1.970000E+02
    160456, 1/11/2022,12:32:47,   1.000000E+00
    160457, 1/11/2022,12:32:57,   6.000000E+00
    160458, 1/11/2022,12:33:07,   1.100000E+01
    160459, 1/11/2022,12:33:17,   1.600000E+01
    160460, 1/11/2022,12:33:27,   2.100000E+01
    160461, 1/11/2022,12:33:37,   2.600000E+01
    160462, 1/11/2022,12:33:47,   3.100000E+01
    160463, 1/11/2022,12:33:57,   3.600000E+01
    160464, 1/11/2022,12:34:07,   4.100000E+01
    160465, 1/11/2022,12:34:17,   4.600000E+01
    160466, 1/11/2022,12:34:27,   5.100000E+01
    160467, 1/11/2022,12:34:37,   5.600000E+01
    160468, 1/11/2022,12:34:47,   6.100000E+01
    160469, 1/11/2022,12:34:57,   6.600000E+01
    160470, 1/11/2022,12:35:07,   7.100000E+01
    160471, 1/11/2022,12:35:17,   7.600000E+01
    160472, 1/11/2022,12:35:27,   8.100000E+01
    160473, 1/11/2022,12:35:37,   8.600000E+01
    160474, 1/11/2022,12:35:47,   9.100000E+01
    160475, 1/11/2022,12:35:57,   9.600000E+01
    160476, 1/11/2022,12:36:07,   1.010000E+02
    160477, 1/11/2022,12:36:17,   1.060000E+02
    160478, 1/11/2022,12:36:27,   1.110000E+02
    160479, 1/11/2022,12:36:37,   1.160000E+02
    160480, 1/11/2022,12:36:47,   1.210000E+02
    160481, 1/11/2022,12:36:57,   1.260000E+02
    160482, 1/11/2022,12:37:07,   1.310000E+02
    160483, 1/11/2022,12:37:17,   1.360000E+02
    160484, 1/11/2022,12:37:27,   1.410000E+02
    160485, 1/11/2022,12:37:37,   1.460000E+02
    160486, 1/11/2022,12:37:47,   1.510000E+02
    160487, 1/11/2022,12:37:57,   1.560000E+02
    160488, 1/11/2022,12:38:07,   1.610000E+02
    160489, 1/11/2022,12:38:17,   1.660000E+02
    160490, 1/11/2022,12:38:27,   1.710000E+02
    160491, 1/11/2022,12:38:37,   1.760000E+02
    160492, 1/11/2022,12:38:47,   1.810000E+02
    160493, 1/11/2022,12:38:57,   1.860000E+02
    160494, 1/11/2022,12:39:07,   1.910000E+02
    160495, 1/11/2022,12:39:17,   1.960000E+02
    160496, 1/11/2022,12:39:27,   0.000000E+00
    160497, 1/11/2022,12:39:37,   5.000000E+00
    160498, 1/11/2022,12:39:47,   1.000000E+01
    160499, 1/11/2022,12:39:57,   1.500000E+01
    160500, 1/11/2022,12:40:07,   2.000000E+01
    160501, 1/11/2022,12:40:17,   2.500000E+01
    160502, 1/11/2022,12:40:27,   3.000000E+01
    160503, 1/11/2022,12:40:37,   3.500000E+01
    160504, 1/11/2022,12:40:47,   4.000000E+01
    160505, 1/11/2022,12:40:57,   4.500000E+01
    160506, 1/11/2022,12:41:07,   5.000000E+01
    160507, 1/11/2022,12:41:17,   5.500000E+01
    160508, 1/11/2022,12:41:27,   6.000000E+01
    160509, 1/11/2022,12:41:37,   6.500000E+01
    160510, 1/11/2022,12:41:47,   7.000000E+01
